V5,V2
4.895,5.385
4.885,5.36
4.895,5.34
4.9,5.305
4.89,5.295
4.87,5.25
4.87,5.245
4.875,5.235
4.855,5.205
4.835,5.2
4.86,5.195
4.875,5.19
4.87,5.17
4.855,5.15
4.855,5.155
4.845,5.165
4.855,5.15
4.835,5.14
4.83,5.145
4.84,5.15
4.84,5.145
4.84,5.13
4.83,5.135
4.835,5.16
4.84,5.15
4.835,5.13
4.825,5.14
4.83,5.165
4.835,5.15
4.83,5.145
4.81,5.14
4.81,5.15
4.82,5.16
4.825,5.155
4.8,5.15
4.81,5.165
4.82,5.17
4.815,5.16
4.805,5.155
4.805,5.165
4.805,5.16
4.8,5.17
4.79,5.15
4.77,5.155
4.795,5.155
4.785,5.15
4.785,5.145
4.78,5.14
4.775,5.15
4.775,5.135
4.745,5.125
4.755,5.13
4.765,5.14
4.775,5.135
4.77,5.135
4.75,5.105
4.755,5.115
4.75,5.11
4.745,5.09
4.745,5.08
4.75,5.105
4.76,5.105
4.75,5.095
4.75,5.085
4.745,5.09
4.745,5.095
4.75,5.08
4.74,5.065
4.74,5.065
4.745,5.08
4.75,5.075
4.735,5.06
4.725,5.065
4.725,5.08
4.735,5.06
4.725,5.055
4.71,5.05
4.73,5.065
4.74,5.06
4.74,5.055
4.72,5.04
4.725,5.055
4.73,5.055
4.73,5.03
4.72,5.04
4.72,5.06
4.74,5.06
4.73,5.05
4.72,5.045
4.725,5.05
4.735,5.06
4.715,5.05
4.7,5.035
4.71,5.065
4.735,5.07
4.725,5.065
4.715,5.07
4.73,5.095
4.735,5.115
4.73,5.115
4.72,5.095
4.72,5.09
4.74,5.115
4.75,5.115
4.755,5.125
4.775,5.45
4.835,5.935
4.875,6.035
4.94,5.705
5.22,5.495
5.65,5.44
5.705,5.39
5.36,5.31
5.15,5.245
5.16,5.145
5.2,4.985
5.215,4.7
5.205,4.35
5.21,4.025
5.225,3.665
5.215,3.32
5.195,3.06
5.21,2.85
5.22,2.71
5.225,2.565
5.2,2.415
5.175,2.32
5.155,2.27
5.08,2.23
5.055,2.225
4.965,2.175
4.895,2.175
4.785,2.175
4.69,2.155
4.68,2.15
4.74,2.185
4.77,2.22
4.745,2.29
4.695,2.405
4.66,2.58
4.62,2.765
4.61,2.985
4.61,3.27
4.635,3.62
4.645,3.925
4.64,4.215
4.595,4.505
4.585,4.785
4.6,5.05
4.58,5.27
4.555,5.47
4.55,5.65
4.575,5.775
4.59,5.86
4.585,5.88
4.565,5.965
4.575,6.03
4.595,6.075
4.58,6.105
4.575,6.145
4.59,6.195
4.605,6.235
4.59,6.27
4.585,6.305
4.575,6.365
4.595,6.4
4.6,6.435
4.59,6.465
4.59,6.525
4.595,6.565
4.605,6.61
4.595,6.635
4.59,6.69
4.6,6.745
4.61,6.78
4.6,6.81
4.605,6.86
4.615,6.91
4.625,6.94
4.625,6.95
4.625,6.995
4.645,7.03
4.655,7.045
4.66,7.06
4.66,7.07
4.675,7.085
4.7,7.075
4.71,7.055
4.7,7.03
4.72,6.995
4.735,6.965
4.75,6.9
4.74,6.83
4.765,6.78
4.775,6.705
4.79,6.625
4.79,6.535
4.8,6.45
4.815,6.385
4.825,6.28
4.815,6.19
4.81,6.115
4.82,6.045
4.835,5.965
4.83,5.94
4.805,5.81
4.815,5.765
4.815,5.695
4.815,5.635
4.8,5.57
4.805,5.545
4.81,5.505
4.805,5.45
4.775,5.405
4.78,5.385
4.79,5.36
4.795,5.325
4.77,5.295
4.77,5.275
4.775,5.27
4.775,5.25
4.765,5.225
4.755,5.225
4.77,5.23
4.775,5.215
4.765,5.195
4.75,5.19
4.76,5.21
4.76,5.2
4.75,5.195
4.74,5.19
4.755,5.2
4.77,5.205
4.765,5.19
4.745,5.19
4.745,5.205
4.77,5.205
4.765,5.2
4.755,5.195
4.755,5.21
4.765,5.21
4.75,5.195
4.75,5.205
4.745,5.215
4.755,5.215
4.76,5.205
4.76,5.2
4.755,5.2
4.755,5.215
4.755,5.2
4.745,5.2
4.74,5.19
4.76,5.215
4.755,5.2
4.755,5.19
4.73,5.185
4.735,5.185
4.74,5.18
4.74,5.17
4.72,5.16
4.73,5.17
4.735,5.16
4.735,5.145
4.715,5.15
4.715,5.15
4.725,5.155
4.725,5.135
4.725,5.125
4.72,5.125
4.725,5.13
4.725,5.11
4.715,5.1
4.705,5.105
4.71,5.11
4.72,5.105
4.71,5.095
4.705,5.09
4.73,5.095
4.725,5.09
4.725,5.085
4.71,5.08
4.71,5.08
4.72,5.075
4.71,5.07
4.7,5.06
4.71,5.075
4.725,5.07
4.715,5.065
4.705,5.06
4.705,5.06
4.71,5.07
4.715,5.055
4.705,5.04
4.705,5.05
4.71,5.07
4.725,5.055
4.71,5.045
4.71,5.055
4.72,5.065
4.725,5.05
4.705,5.035
4.71,5.05
4.72,5.06
4.72,5.055
4.71,5.045
4.71,5.045
4.72,5.065
4.735,5.055
4.73,5.055
4.735,5.06
4.745,5.095
4.75,5.17
4.77,5.475
4.795,5.94
4.87,5.9
5.095,5.58
5.585,5.46
5.81,5.4
5.47,5.345
5.185,5.295
5.155,5.175
5.195,4.965
5.185,4.66
5.2,4.31
5.22,3.9
5.22,3.48
5.19,3.125
5.195,2.86
5.205,2.665
5.21,2.615
5.175,2.38
5.145,2.27
5.075,2.21
4.95,2.16
4.85,2.15
4.79,2.14
4.675,2.13
4.605,2.12
4.605,2.115
4.675,2.135
4.69,2.185
4.68,2.245
4.64,2.375
4.62,2.565
4.63,2.81
4.655,3.12
4.65,3.495
4.65,3.87
4.66,4.23
4.66,4.565
4.63,4.85
4.61,5.105
4.605,5.33
4.61,5.535
4.615,5.595
4.62,5.815
4.635,5.88
4.62,5.935
4.605,5.975
4.6,6.02
4.61,6.065
4.615,6.1
4.625,6.125
4.625,6.16
4.625,6.21
4.635,6.235
4.605,6.26
4.605,6.29
4.61,6.34
4.63,6.38
4.64,6.41
4.625,6.445
4.615,6.495
4.61,6.55
4.615,6.585
4.605,6.615
4.6,6.67
4.62,6.735
4.635,6.765
4.635,6.78
4.625,6.84
4.645,6.885
4.67,6.91
4.68,6.94
4.665,6.96
4.67,7.005
4.72,7.025
4.74,7.02
4.74,7.015
4.745,7.025
4.755,7.005
4.755,6.965
4.77,6.915
4.8,6.875
4.825,6.825
4.84,6.765
4.84,6.665
4.865,6.59
4.89,6.52
4.9,6.425
4.905,6.315
4.9,6.225
4.915,6.145
4.925,6.04
4.93,6.0
4.905,5.86
4.905,5.79
4.905,5.71
4.89,5.63
4.85,5.565
4.865,5.525
4.875,5.475
4.855,5.415
4.85,5.375
4.845,5.36
4.85,5.33
4.845,5.295
4.82,5.265
4.83,5.27
4.825,5.255
4.805,5.235
4.79,5.215
4.8,5.21
4.8,5.23
4.805,5.215
4.795,5.2
4.78,5.205
4.785,5.215
4.795,5.205
4.8,5.205
4.785,5.195
4.785,5.205
4.785,5.21
4.795,5.19
4.79,5.19
4.8,5.2
4.79,5.2
4.78,5.195
4.765,5.18
4.765,5.195
4.775,5.195
4.77,5.19
4.77,5.18
4.765,5.17
4.775,5.19
4.78,5.17
4.79,5.17
4.785,5.165
4.785,5.18
4.785,5.165
4.77,5.15
4.755,5.15
4.765,5.155
4.77,5.145
4.765,5.14
4.75,5.125
4.77,5.135
4.795,5.12
4.78,5.095
4.755,5.08
4.76,5.1
4.76,5.095
4.75,5.085
4.74,5.065
4.745,5.075
4.755,5.075
4.75,5.075
4.735,5.06
4.765,5.055
4.765,5.06
4.745,5.05
4.73,5.035
4.72,5.045
4.755,5.055
4.76,5.045
4.74,5.03
4.74,5.03
4.75,5.05
4.735,5.035
4.74,5.025
4.755,5.015
4.76,5.02
4.755,5.025
4.725,5.015
4.71,5.01
4.725,5.02
4.745,5.015
4.74,5.01
4.745,5.01
4.76,5.02
4.755,5.015
4.745,5.01
4.73,5.005
4.735,5.01
4.76,5.01
4.765,4.995
4.745,5.0
4.76,5.0
4.78,5.02
4.785,5.01
4.77,4.985
4.75,5.0
4.76,5.01
4.765,5.0
4.77,5.005
4.765,5.01
4.785,5.02
4.81,5.035
4.795,5.1
4.775,5.385
4.83,5.865
4.93,5.88
5.18,5.555
5.665,5.425
5.93,5.395
5.625,5.335
5.265,5.255
5.195,5.145
5.225,4.99
5.255,4.745
5.25,4.42
5.245,4.055
5.255,3.69
5.275,3.36
5.255,3.07
5.235,2.82
5.235,2.655
5.25,2.525
5.225,2.375
5.21,2.32
5.105,2.2
5.025,2.175
4.93,2.145
4.83,2.115
4.695,2.095
4.59,2.11
4.54,2.11
4.555,2.1
4.565,2.125
4.575,2.185
4.56,2.27
4.515,2.405
4.495,2.6
4.53,2.86
4.58,3.155
4.595,3.485
4.61,3.815
4.63,4.135
4.64,4.455
4.65,4.745
4.64,4.995
4.655,5.225
4.66,5.415
4.675,5.59
4.68,5.635
4.695,5.785
4.715,5.85
4.725,5.88
4.75,5.91
4.75,5.95
4.765,5.99
4.77,6.01
4.755,6.04
4.74,6.075
4.75,6.13
4.76,6.165
4.74,6.19
4.71,6.21
4.71,6.245
4.7,6.28
4.69,6.305
4.675,6.345
4.67,6.395
4.68,6.43
4.68,6.46
4.655,6.49
4.655,6.54
4.655,6.585
4.65,6.615
4.655,6.63
4.645,6.68
4.65,6.725
4.655,6.75
4.655,6.78
4.645,6.81
4.67,6.845
4.69,6.875
4.695,6.87
4.695,6.875
4.715,6.875
4.725,6.875
4.745,6.84
4.75,6.805
4.77,6.77
4.8,6.72
4.82,6.655
4.825,6.58
4.85,6.51
4.88,6.435
4.895,6.35
4.9,6.255
4.9,6.17
4.91,6.09
4.93,5.995
4.935,5.955
4.92,5.815
4.935,5.755
4.945,5.685
4.93,5.605
4.915,5.54
4.92,5.505
4.925,5.455
4.91,5.405
4.885,5.37
4.88,5.345
4.885,5.325
4.885,5.29
4.865,5.275
4.86,5.265
4.86,5.25
4.855,5.23
4.84,5.22
4.84,5.215
4.845,5.215
4.84,5.21
4.825,5.19
4.825,5.19
4.835,5.21
4.83,5.2
4.82,5.19
4.815,5.19
4.82,5.205
4.845,5.195
4.825,5.19
4.815,5.185
4.83,5.205
4.83,5.2
4.815,5.2
4.805,5.195
4.815,5.205
4.825,5.205
4.82,5.2
4.81,5.195
4.82,5.19
4.81,5.195
4.81,5.19
4.8,5.17
4.8,5.17
4.825,5.175
4.815,5.165
4.81,5.145
4.795,5.145
4.8,5.15
4.805,5.135
4.8,5.13
4.79,5.13
4.795,5.13
4.805,5.125
4.79,5.105
4.77,5.095
4.795,5.105
4.8,5.105
4.785,5.095
4.78,5.075
4.79,5.085
4.79,5.085
4.795,5.07
4.775,5.065
4.77,5.065
4.785,5.075
4.78,5.065
4.78,5.05
4.765,5.06
4.785,5.07
4.785,5.045
4.765,5.04
4.77,5.04
4.785,5.06
4.785,5.04
4.78,5.035
4.77,5.03
4.78,5.04
4.78,5.04
4.775,5.04
4.785,5.03
4.78,5.035
4.775,5.04
4.78,5.02
4.775,5.025
4.785,5.035
4.785,5.045
4.78,5.03
4.775,5.02
4.79,5.04
4.785,5.04
4.785,5.025
4.78,5.02
4.775,5.03
4.785,5.045
4.785,5.035
4.79,5.03
4.785,5.035
4.8,5.045
4.8,5.04
4.8,5.04
4.8,5.05
4.815,5.105
4.83,5.275
4.86,5.725
4.88,6.05
4.965,5.77
5.215,5.49
5.695,5.425
5.82,5.38
5.46,5.34
5.24,5.26
5.23,5.12
5.255,4.885
5.27,4.6
5.295,4.26
5.32,3.895
5.32,3.52
5.305,3.215
5.31,2.975
5.325,2.765
5.325,2.615
5.3,2.47
5.29,2.345
5.265,2.24
5.245,2.21
5.08,2.15
5.015,2.145
4.94,2.115
4.81,2.1
4.705,2.095
4.7,2.12
4.735,2.13
4.75,2.13
4.735,2.175
4.725,2.275
4.695,2.415
4.675,2.6
4.665,2.84
4.685,3.16
4.72,3.52
4.715,3.85
4.72,4.185
4.71,4.535
4.715,4.835
4.685,5.08
4.675,5.28
4.66,5.49
4.68,5.68
4.705,5.78
4.71,5.8
4.695,5.905
4.715,5.96
4.735,6.015
4.72,6.045
4.71,6.095
4.73,6.15
4.73,6.175
4.72,6.205
4.705,6.235
4.715,6.295
4.725,6.325
4.72,6.35
4.705,6.4
4.71,6.45
4.71,6.495
4.725,6.53
4.7,6.56
4.705,6.615
4.715,6.665
4.715,6.705
4.715,6.73
4.72,6.78
4.745,6.82
4.75,6.835
4.75,6.84
4.75,6.895
4.785,6.93
4.8,6.955
4.795,6.96
4.81,6.975
4.81,7.0
4.83,6.995
4.82,6.99
4.825,6.985
4.83,6.995
4.85,6.985
4.85,6.94
4.835,6.885
4.84,6.835
4.86,6.785
4.865,6.705
4.875,6.625
4.875,6.55
4.91,6.47
4.905,6.365
4.905,6.275
4.92,6.185
4.945,6.105
4.945,6.01
4.94,5.97
4.935,5.84
4.945,5.77
4.95,5.685
4.935,5.615
4.915,5.55
4.92,5.51
4.94,5.46
4.925,5.405
4.91,5.38
4.905,5.35
4.91,5.315
4.9,5.29
4.88,5.26
4.875,5.255
4.895,5.25
4.865,5.23
4.86,5.2
4.855,5.215
4.885,5.215
4.87,5.205
4.855,5.205
4.84,5.2
4.855,5.21
4.855,5.195
4.85,5.19
4.83,5.19
4.835,5.2
4.84,5.21
4.825,5.195
4.82,5.195
4.82,5.21
4.825,5.22
4.815,5.195
4.805,5.2
4.81,5.215
4.825,5.21
4.825,5.195
4.81,5.195
4.82,5.205
4.825,5.21
4.82,5.19
4.815,5.19
4.805,5.185
4.815,5.195
4.815,5.18
4.805,5.17
4.79,5.17
4.805,5.18
4.805,5.165
4.815,5.155
4.81,5.145
4.815,5.145
4.82,5.14
4.8,5.125
4.81,5.115
4.805,5.125
4.805,5.115
4.79,5.105
4.785,5.1
4.795,5.105
4.805,5.11
4.795,5.085
4.785,5.075
4.795,5.08
4.81,5.085
4.805,5.075
4.785,5.06
4.79,5.07
4.815,5.075
4.815,5.055
4.785,5.055
4.785,5.055
4.81,5.06
4.8,5.05
4.795,5.055
4.81,5.045
4.815,5.055
4.815,5.045
4.8,5.03
4.805,5.035
4.81,5.04
4.81,5.035
4.81,5.04
4.8,5.03
4.81,5.04
4.825,5.04
4.82,5.025
4.815,5.015
4.825,5.03
4.825,5.04
4.805,5.025
4.81,5.025
4.8,5.02
4.82,5.035
4.815,5.02
4.8,5.0
4.795,5.02
4.815,5.035
4.81,5.015
4.815,5.01
4.825,5.015
4.835,5.035
4.835,5.035
4.83,5.02
4.83,5.04
4.85,5.095
4.89,5.265
4.91,5.71
4.94,6.055
5.01,5.815
5.225,5.53
5.665,5.41
5.865,5.335
5.58,5.255
5.33,5.135
5.265,4.94
5.27,4.725
5.265,4.465
5.28,4.175
5.285,3.87
5.29,3.63
5.285,3.425
5.27,3.22
5.265,2.93
5.275,2.84
5.27,2.51
5.25,2.4
5.2,2.275
5.125,2.185
5.04,2.15
4.965,2.14
4.885,2.115
4.765,2.1
4.625,2.09
4.565,2.1
4.575,2.11
4.625,2.125
4.655,2.155
4.675,2.255
4.67,2.385
4.655,2.55
4.675,2.775
4.71,3.085
4.755,3.415
4.78,3.76
4.795,4.095
4.815,4.415
4.82,4.715
4.795,4.975
4.79,5.055
4.77,5.435
4.775,5.62
4.795,5.725
4.82,5.79
4.82,5.85
4.825,5.92
4.815,5.97
4.815,5.985
4.815,6.03
4.84,6.08
4.855,6.1
4.86,6.12
4.85,6.155
4.835,6.19
4.835,6.215
4.855,6.25
4.865,6.265
4.875,6.3
4.885,6.345
4.86,6.355
4.815,6.375
4.81,6.42
4.84,6.45
4.865,6.49
4.87,6.5
4.885,6.56
4.895,6.615
4.89,6.66
4.875,6.675
4.865,6.72
4.885,6.765
4.895,6.795
4.895,6.815
4.895,6.83
4.93,6.86
4.955,6.88
4.955,6.895
4.94,6.9
4.955,6.92
4.98,6.92
4.99,6.905
4.995,6.89
5.0,6.875
5.02,6.84
5.04,6.77
5.04,6.69
5.055,6.63
5.09,6.55
5.11,6.47
5.105,6.435
5.105,6.285
5.12,6.195
5.115,6.085
5.09,5.975
5.105,5.9
5.13,5.825
5.13,5.755
5.11,5.675
5.085,5.61
5.085,5.57
5.09,5.52
5.065,5.455
5.04,5.405
5.02,5.375
4.995,5.35
4.99,5.3
4.99,5.26
4.98,5.255
4.98,5.235
4.96,5.215
4.95,5.195
4.95,5.185
4.94,5.195
4.93,5.175
4.935,5.165
4.955,5.15
4.965,5.165
4.94,5.155
4.925,5.135
4.92,5.135
4.935,5.16
4.945,5.16
4.925,5.155
4.9,5.15
4.935,5.175
4.96,5.175
4.96,5.16
4.95,5.15
4.93,5.175
4.92,5.17
4.91,5.16
4.91,5.15
4.92,5.155
4.92,5.175
4.91,5.16
4.915,5.14
4.91,5.15
4.915,5.16
4.925,5.145
4.92,5.14
4.915,5.13
4.91,5.13
4.905,5.135
4.905,5.11
4.9,5.105
4.91,5.115
4.905,5.11
4.905,5.105
4.895,5.095
4.915,5.095
4.91,5.095
4.9,5.08
4.885,5.065
4.88,5.075
4.885,5.075
4.87,5.055
4.875,5.045
4.885,5.055
4.895,5.055
4.895,5.05
4.87,5.035
4.875,5.035
4.88,5.045
4.88,5.04
4.875,5.035
4.885,5.025
4.895,5.03
4.91,5.035
4.88,5.005
4.86,5.02
4.885,5.03
4.895,5.03
4.885,5.015
4.88,5.01
4.88,5.015
4.89,5.025
4.89,5.01
4.875,5.0
4.895,5.015
4.9,5.015
4.895,5.005
4.88,5.005
4.885,5.015
4.89,5.02
4.885,5.0
4.88,4.99
4.88,5.005
4.895,5.005
4.895,5.005
4.89,5.0
4.88,5.0
4.89,5.02
4.895,5.005
4.885,5.0
4.875,5.0
4.895,5.015
4.915,5.01
4.9,5.0
4.895,4.995
4.905,5.01
4.915,5.02
4.92,5.01
4.91,5.035
4.925,5.11
4.945,5.365
4.97,5.825
5.02,6.02
5.135,5.735
5.51,5.51
5.985,5.44
5.965,5.385
5.575,5.335
5.365,5.275
5.35,5.14
5.36,5.09
5.37,4.655
5.41,4.34
5.415,3.985
5.43,3.595
5.405,3.27
5.4,3.04
5.385,2.79
5.38,2.615
5.36,2.475
5.325,2.345
5.29,2.235
5.205,2.175
5.09,2.135
5.015,2.125
4.95,2.115
4.84,2.095
4.705,2.085
4.645,2.095
4.67,2.105
4.695,2.11
4.7,2.135
4.7,2.22
4.69,2.32
4.665,2.48
4.66,2.535
4.685,2.915
4.725,3.22
4.755,3.545
4.76,3.855
4.76,4.16
4.775,4.46
4.775,4.725
4.75,4.97
4.735,5.175
4.72,5.385
4.73,5.555
4.745,5.67
4.755,5.755
4.765,5.83
4.765,5.88
4.775,5.915
4.77,5.955
4.775,6.01
4.79,6.045
4.78,6.065
4.775,6.09
4.78,6.12
4.8,6.155
4.79,6.195
4.785,6.195
4.77,6.245
4.785,6.29
4.795,6.32
4.78,6.34
4.76,6.39
4.775,6.43
4.78,6.46
4.775,6.49
4.77,6.535
4.775,6.59
4.785,6.63
4.78,6.65
4.77,6.69
4.775,6.735
4.79,6.78
4.79,6.815
4.795,6.83
4.795,6.88
4.815,6.905
4.83,6.925
4.835,6.945
4.85,6.955
4.875,6.98
4.89,6.975
4.895,6.97
4.905,6.955
4.945,6.925
4.95,6.87
4.96,6.8
4.98,6.735
5.01,6.68
5.04,6.605
5.05,6.51
5.065,6.42
5.095,6.33
5.105,6.235
5.095,6.13
5.09,6.03
5.105,5.955
5.125,5.86
5.11,5.78
5.1,5.72
5.1,5.665
5.1,5.615
5.07,5.54
5.055,5.5
5.04,5.46
5.04,5.425
5.025,5.375
5.03,5.36
5.005,5.31
5.005,5.305
5.005,5.27
4.99,5.24
4.975,5.245
4.975,5.235
4.97,5.23
4.96,5.2
4.95,5.19
4.95,5.2
4.965,5.2
4.965,5.185
4.945,5.185
4.955,5.185
4.96,5.19
4.95,5.185
4.94,5.17
4.94,5.2
4.955,5.195
4.94,5.19
4.93,5.17
4.935,5.195
4.945,5.205
4.94,5.205
4.94,5.2
4.92,5.19
4.93,5.21
4.93,5.195
4.92,5.185
4.905,5.19
4.92,5.195
4.93,5.195
4.925,5.18
4.91,5.17
4.92,5.175
4.93,5.18
4.915,5.165
4.905,5.15
4.895,5.15
4.91,5.155
4.905,5.135
4.9,5.115
4.89,5.13
4.905,5.12
4.905,5.115
4.88,5.1
4.885,5.115
4.905,5.115
4.895,5.11
4.895,5.105
4.88,5.085
4.895,5.085
4.895,5.09
4.88,5.065
4.87,5.06
4.89,5.075
4.89,5.065
4.895,5.05
4.885,5.04
4.885,5.06
4.9,5.06
4.89,5.04
4.885,5.045
4.89,5.04
4.905,5.055
4.89,5.04
4.885,5.03
4.885,5.045
4.905,5.05
4.895,5.045
4.89,5.025
4.89,5.045
4.91,5.04
4.895,5.045
4.895,5.04
4.875,5.035
4.89,5.05
4.895,5.04
4.895,5.025
4.895,5.03
4.895,5.04
4.9,5.03
4.9,5.015
4.89,5.015
4.9,5.025
4.915,5.035
4.91,5.015
4.9,5.01
4.905,5.035
4.92,5.03
4.915,5.015
4.905,5.015
4.905,5.025
4.925,5.03
4.925,5.025
4.905,5.015
4.92,5.035
4.94,5.055
4.945,5.105
4.945,5.12
4.995,5.705
5.065,5.925
5.25,5.64
5.665,5.435
6.075,5.395
5.905,5.345
5.475,5.29
5.35,5.185
5.355,5.02
5.4,4.785
5.405,4.48
5.41,4.12
5.425,3.76
5.445,3.43
5.45,3.14
5.43,2.9
5.435,2.705
5.455,2.575
5.45,2.45
5.42,2.3
5.38,2.19
5.315,2.165
5.215,2.14
5.145,2.11
5.125,2.095
4.93,2.07
4.84,2.085
4.815,2.09
4.85,2.09
4.88,2.105
4.88,2.145
4.865,2.215
4.82,2.315
4.785,2.47
4.78,2.67
4.79,2.925
4.795,3.235
4.8,3.585
4.815,3.93
4.815,4.25
4.81,4.54
4.795,4.82
4.79,5.085
4.785,5.3
4.77,5.495
4.765,5.645
4.785,5.78
4.81,5.855
4.8,5.91
4.795,5.925
4.805,6.005
4.815,6.06
4.81,6.105
4.815,6.13
4.805,6.16
4.82,6.21
4.815,6.23
4.805,6.265
4.8,6.3
4.805,6.35
4.805,6.385
4.8,6.41
4.79,6.44
4.8,6.495
4.815,6.53
4.81,6.565
4.79,6.595
4.795,6.66
4.8,6.69
4.805,6.72
4.795,6.755
4.805,6.815
4.82,6.85
4.82,6.875
4.815,6.88
4.815,6.95
4.845,6.985
4.855,7.01
4.845,7.01
4.845,7.035
4.87,7.06
4.885,7.07
4.885,7.035
4.89,7.025
4.92,7.02
4.94,6.99
4.945,6.935
4.94,6.885
4.965,6.835
4.985,6.76
5.0,6.675
5.01,6.585
5.03,6.515
5.05,6.425
5.05,6.325
5.04,6.225
5.05,6.145
5.06,6.05
5.065,5.965
5.06,5.935
5.06,5.795
5.07,5.73
5.065,5.66
5.045,5.59
5.035,5.535
5.045,5.5
5.045,5.45
5.03,5.395
5.02,5.36
5.015,5.35
5.02,5.31
5.0,5.28
4.975,5.245
4.985,5.235
4.995,5.23
4.995,5.215
4.985,5.195
4.985,5.2
4.995,5.205
4.98,5.195
4.965,5.185
4.96,5.185
4.975,5.195
4.96,5.19
4.95,5.185
4.925,5.175
4.935,5.185
4.93,5.175
4.925,5.18
4.94,5.175
4.95,5.19
4.965,5.185
4.95,5.18
4.95,5.175
4.96,5.195
4.965,5.205
4.945,5.19
4.94,5.19
4.935,5.215
4.935,5.22
4.94,5.215
4.935,5.205
4.93,5.215
4.945,5.22
4.935,5.22
4.91,5.2
4.905,5.215
4.94,5.205
4.95,5.195
4.955,5.185
4.935,5.165
4.945,5.15
4.93,5.13
4.935,5.115
4.945,5.1
4.965,5.09
4.975,5.07
4.955,5.05
4.945,5.035
4.94,5.045
4.955,5.045
4.94,5.04
4.93,5.05
4.93,5.07
4.94,5.055
4.91,5.04
4.905,5.03
4.905,5.035
4.895,5.035
4.885,5.025
4.885,5.015
4.88,5.025
4.9,5.03
4.895,5.025
4.885,5.015
4.875,5.01
4.87,5.02
4.87,5.015
4.87,5.005
4.88,5.01
4.89,5.015
4.89,5.01
4.88,5.0
4.865,4.995
4.885,5.005
4.895,5.0
4.88,4.985
4.865,4.98
4.88,4.995
4.88,5.005
4.86,4.99
4.855,4.98
4.87,4.995
4.885,4.99
4.885,4.98
4.875,4.985
4.875,4.995
4.895,5.005
4.89,4.995
4.89,4.995
4.865,5.01
4.87,5.01
4.875,5.005
4.89,4.99
4.895,4.99
4.89,5.01
4.89,5.01
4.88,4.99
4.885,5.005
4.91,5.02
4.925,5.02
4.915,5.02
4.935,5.04
4.955,5.13
4.97,5.385
4.995,5.825
5.045,5.96
5.17,5.69
5.55,5.5
5.975,5.425
5.935,5.355
5.55,5.31
5.36,5.26
5.335,5.125
5.34,5.075
5.365,4.7
5.39,4.415
5.415,4.09
5.42,3.735
5.435,3.395
5.425,3.1
5.415,2.865
5.395,2.695
5.39,2.58
5.39,2.515
5.37,2.43
5.35,2.31
5.335,2.22
5.28,2.185
5.215,2.16
5.145,2.115
5.075,2.09
4.98,2.085
4.875,2.09
4.805,2.08
4.8,2.07
4.825,2.105
4.85,2.155
4.82,2.215
4.81,2.24
4.78,2.46
4.78,2.625
4.77,2.83
4.765,3.035
4.765,3.315
4.795,3.605
4.8,3.895
4.775,4.15
4.77,4.435
4.79,4.715
4.795,4.95
4.77,5.145
4.745,5.335
4.75,5.52
4.75,5.68
4.765,5.795
4.77,5.875
4.775,5.935
4.795,5.99
4.795,6.03
4.785,6.07
4.785,6.115
4.82,6.165
4.805,6.205
4.8,6.215
4.785,6.31
4.795,6.35
4.795,6.385
4.8,6.42
4.815,6.475
4.835,6.53
4.82,6.575
4.79,6.615
4.785,6.67
4.79,6.73
4.8,6.785
4.8,6.81
4.805,6.87
4.82,6.92
4.85,6.965
4.855,6.99
4.84,7.025
4.825,7.06
4.83,7.1
4.84,7.12
4.885,7.125
4.895,7.15
4.92,7.165
4.915,7.15
4.91,7.14
4.915,7.12
4.935,7.1
4.95,7.065
4.935,7.0
4.95,6.96
4.985,6.91
4.995,6.86
4.995,6.775
5.005,6.7
5.035,6.625
5.055,6.54
5.05,6.435
5.04,6.355
5.025,6.28
5.04,6.195
5.045,6.105
5.025,6.015
5.04,5.95
5.055,5.87
5.045,5.79
5.035,5.72
5.03,5.675
5.05,5.625
5.045,5.565
5.05,5.545
5.03,5.485
5.02,5.44
5.02,5.4
5.02,5.35
5.02,5.34
5.03,5.315
5.0,5.29
4.98,5.25
4.975,5.24
4.985,5.22
4.985,5.21
4.99,5.185
4.97,5.175
4.975,5.165
4.97,5.155
4.985,5.15
4.99,5.135
4.985,5.145
5.005,5.14
5.0,5.12
4.985,5.12
4.99,5.13
4.985,5.12
4.98,5.115
4.975,5.11
4.96,5.115
4.97,5.12
4.98,5.12
4.975,5.115
4.97,5.12
4.985,5.125
5.0,5.13
4.975,5.12
4.96,5.12
4.97,5.13
4.97,5.125
4.965,5.115
4.955,5.11
4.96,5.125
4.965,5.125
4.95,5.115
4.95,5.12
4.94,5.115
4.96,5.125
4.955,5.11
4.96,5.11
4.95,5.11
4.96,5.12
4.95,5.105
4.945,5.1
4.935,5.095
4.955,5.1
4.96,5.09
4.945,5.075
4.93,5.085
4.945,5.075
4.94,5.075
4.925,5.055
4.915,5.05
4.925,5.05
4.93,5.055
4.935,5.045
4.915,5.045
4.915,5.07
4.93,5.07
4.91,5.065
4.905,5.065
4.9,5.085
4.91,5.085
4.905,5.08
4.89,5.065
4.89,5.07
4.915,5.075
4.92,5.07
4.92,5.055
4.93,5.03
4.935,5.035
4.94,5.02
4.935,4.995
4.94,4.985
4.96,4.98
4.96,4.97
4.935,4.945
4.925,4.94
4.94,4.95
4.95,4.97
4.94,4.965
4.925,4.975
4.925,4.98
4.92,4.97
4.895,4.97
4.895,4.97
4.895,4.98
4.91,4.98
